Package,Declaring class,Method,Params,CC
org.apache.commons.cli,TypeHandlerTest,testnstantiableEquals,"()",1
org.apache.commons.cli,TypeHandlerTest,testOpenFile,"()",1
org.apache.commons.cli,Instantiable,equals,"(Object arg0)",1
org.apache.commons.cli,Instantiable,hashCode,"()",1
org.apache.commons.cli,UnrecognizedOptionExceptionTest,testConstructor,"()",1
org.apache.commons.cli,UtilTest,testStripLeadingAndTrailingQuotes,"()",1
org.apache.commons.cli,UtilTest,testStripLeadingHyphens,"()",1
org.apache.commons.cli,ValueTest,parsers,"()",1
org.apache.commons.cli,ValueTest,setUp,"()",1
org.apache.commons.cli,ValueTest,testLongNoArg,"()",1
org.apache.commons.cli,ValueTest,testLongNoArgWithOption,"()",1
org.apache.commons.cli,ValueTest,testLongOptionalArgValue,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongOptionalArgValues,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongOptionalArgValuesWithOption,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongOptionalArgValueWithOption,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongOptionalNArgValues,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongOptionalNArgValuesWithOption,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongOptionalNoValue,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongOptionalNoValueWithOption,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testLongWithArg,"()",1
org.apache.commons.cli,ValueTest,testLongWithArgWithOption,"()",1
org.apache.commons.cli,ValueTest,testShortNoArg,"()",1
org.apache.commons.cli,ValueTest,testShortNoArgWithOption,"()",1
org.apache.commons.cli,ValueTest,testShortOptionalArgNoValue,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testShortOptionalArgNoValueWithOption,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testShortOptionalArgValue,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testShortOptionalArgValues,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testShortOptionalArgValuesWithOption,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testShortOptionalArgValueWithOption,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testShortOptionalNArgValues,"(CommandLineParser parser)",1
org.apache.commons.cli,ValueTest,testShortOptionalNArgValuesSeparated,"()",1
org.apache.commons.cli,ValueTest,testShortOptionalNArgValuesWithOption,"()",1
org.apache.commons.cli,ValueTest,testShortWithArg,"()",1
org.apache.commons.cli,ValueTest,testShortWithArgWithOption,"()",1
org.apache.commons.cli,ValuesTest,setUp,"()",1
org.apache.commons.cli,ValuesTest,testCharSeparator,"()",1
org.apache.commons.cli,ValuesTest,testComplexValues,"()",1
org.apache.commons.cli,ValuesTest,testExtraArgs,"()",1
org.apache.commons.cli,ValuesTest,testMultipleArgValues,"()",1
org.apache.commons.cli,ValuesTest,testShortArgs,"()",1
org.apache.commons.cli,ValuesTest,testShortArgsWithValue,"()",1
org.apache.commons.cli,ValuesTest,testTwoArgValues,"()",1
org.apache.commons.cli.bug,BugCLI133Test,testOrder,"()",1
org.apache.commons.cli.bug,BugCLI13Test,testCLI13,"()",1
org.apache.commons.cli.bug,BugCLI148Test,setUp,"()",1
org.apache.commons.cli.bug,BugCLI148Test,testWorkaround1,"()",1
org.apache.commons.cli.bug,BugCLI148Test,testWorkaround2,"()",1
org.apache.commons.cli.bug,BugCLI162Test,setUp,"()",1
org.apache.commons.cli.bug,BugCLI162Test,testInfiniteLoop,"()",1
org.apache.commons.cli.bug,BugCLI162Test,testLongLineChunking,"()",1
org.apache.commons.cli.bug,BugCLI162Test,testLongLineChunkingIndentIgnored,"()",1
org.apache.commons.cli.bug,BugCLI162Test,testPrintHelpLongLines,"()",1
org.apache.commons.cli.bug,BugCLI18Test,testCLI18,"()",1
org.apache.commons.cli.bug,BugCLI252Test,getOptions,"()",1
org.apache.commons.cli.bug,BugCLI252Test,testAmbiquousOptionName,"()",1
org.apache.commons.cli.bug,BugCLI252Test,testExactOptionNameMatch,"()",1
org.apache.commons.cli.bug,BugCLI265Test,setUp,"()",1
org.apache.commons.cli.bug,BugCLI265Test,testShouldParseConcatenatedShortOptions,"()",1
org.apache.commons.cli.bug,BugCLI265Test,testShouldParseShortOptionWithoutValue,"()",1
org.apache.commons.cli.bug,BugCLI265Test,testShouldParseShortOptionWithValue,"()",1
org.apache.commons.cli.bug,BugCLI266Test,buildOptionsGroup,"(Options options)",1
org.apache.commons.cli.bug,BugCLI266Test,getOptions,"()",1
org.apache.commons.cli.bug,BugCLI312Test,testNoOptionValues,"()",1
org.apache.commons.cli.bug,BugCLI312Test,testPropertyStyleOption_withGetOptionProperties,"()",1
org.apache.commons.cli.bug,BugCLI325Test,testCli325,"()",1
org.apache.commons.cli.bug,BugCLI71Test,setUp,"()",1
org.apache.commons.cli.bug,BugCLI71Test,testBasic,"()",1
org.apache.commons.cli.bug,BugCLI71Test,testGetsDefaultIfOptional,"()",1
org.apache.commons.cli.bug,BugCLI71Test,testLackOfError,"()",1
org.apache.commons.cli.bug,BugCLI71Test,testMistakenArgument,"()",1
org.apache.commons.cli.bug,BugsTest,test11456,"()",1
org.apache.commons.cli.bug,BugsTest,test11457,"()",1
org.apache.commons.cli.bug,BugsTest,test11680,"()",1
org.apache.commons.cli.bug,BugsTest,test12210,"()",1
org.apache.commons.cli.bug,BugsTest,test13425,"()",1
org.apache.commons.cli.bug,BugsTest,test13666_Builder,"()",1
org.apache.commons.cli.bug,BugsTest,test13935,"()",1
org.apache.commons.cli.bug,BugsTest,test14786,"()",1
org.apache.commons.cli.bug,BugsTest,test15046,"()",1
org.apache.commons.cli.bug,BugsTest,test15648,"()",1
org.apache.commons.cli.bug,BugsTest,test31148,"()",1
org.apache.commons.cli.example,AptHelpAppendable,appendHeader,"(int level, CharSequence text)",1
org.apache.commons.cli.example,AptHelpAppendable,appendList,"(boolean ordered, Collection<CharSequence> list)",1
org.apache.commons.cli.example,AptHelpAppendable,appendParagraph,"(CharSequence paragraph)",1
org.apache.commons.cli.example,AptHelpAppendable,appendTable,"(TableDefinition table)",1
org.apache.commons.cli.example,AptHelpAppendable,appendTitle,"(CharSequence title)",1
org.apache.commons.cli.example,AptHelpAppendableTest,beforeEach,"()",1
org.apache.commons.cli.example,AptHelpAppendableTest,testAppendFormatTest,"()",1
org.apache.commons.cli.example,AptHelpAppendableTest,testAppendHeaderTest,"()",1
org.apache.commons.cli.example,AptHelpAppendableTest,testAppendListTest,"()",1
org.apache.commons.cli.example,AptHelpAppendableTest,testAppendParagraphFormatTest,"()",1
org.apache.commons.cli.example,AptHelpAppendableTest,testAppendParagraphTest,"()",1
org.apache.commons.cli.example,AptHelpAppendableTest,testAppendTableTest,"()",1
org.apache.commons.cli.example,AptHelpAppendableTest,testAppendTitleTest,"()",1
org.apache.commons.cli.example,XhtmlHelpAppendable,appendHeader,"(int level, CharSequence text)",1
org.apache.commons.cli.example,XhtmlHelpAppendable,appendList,"(boolean ordered, Collection<CharSequence> list)",1
org.apache.commons.cli.example,XhtmlHelpAppendable,appendParagraph,"(CharSequence paragraph)",1
org.apache.commons.cli.example,XhtmlHelpAppendable,appendTable,"(TableDefinition table)",1
org.apache.commons.cli.example,XhtmlHelpAppendable,appendTitle,"(CharSequence title)",1
org.apache.commons.cli.example,XhtmlHelpAppendableTest,beforeEach,"()",1
org.apache.commons.cli.example,XhtmlHelpAppendableTest,testAppendHeaderTest,"()",1
org.apache.commons.cli.example,XhtmlHelpAppendableTest,testAppendListTest,"()",1
org.apache.commons.cli.example,XhtmlHelpAppendableTest,testAppendParagraphFormatTest,"()",1
org.apache.commons.cli.example,XhtmlHelpAppendableTest,testAppendParagraphTest,"()",1
org.apache.commons.cli.example,XhtmlHelpAppendableTest,testAppendTableTest,"()",1
org.apache.commons.cli.example,XhtmlHelpAppendableTest,testAppendTitleTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,getTestGroups,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testDefault,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testPrintHelp,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testPrintHelpXML,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testPrintOptions,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testSetOptionFormatBuilderTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testSetOptionGroupSeparatorTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testSortOptionGroupsTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testSortOptionsTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testSyntaxPrefix,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testToArgNameTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testToSyntaxOptionGroupTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testToSyntaxOptionIterableTest,"()",1
org.apache.commons.cli.help,HelpFormatterTest,testToSyntaxOptionOptionsTest,"()",1
org.apache.commons.cli.help,OptionFormatterTest,deprecatedAttributesData,"()",1
org.apache.commons.cli.help,OptionFormatterTest,assertEquivalent,"(OptionFormatter formatter, OptionFormatter formatter2)",1
org.apache.commons.cli.help,OptionFormatterTest,testAsOptional,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testAsSyntaxOption,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testComplexDeprecationFormat,"(DeprecatedAttributes da, String expected)",1
org.apache.commons.cli.help,OptionFormatterTest,testCopyConstructor,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testDefaultSyntaxFormat,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testGetBothOpt,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testGetDescription,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testSetArgumentNameDelimiters,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testSetDefaultArgName,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testSetLongOptPrefix,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testSetOptArgumentSeparator,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testSetOptSeparator,"()",1
org.apache.commons.cli.help,OptionFormatterTest,testSetSyntaxFormatFunction,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,setUp,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,tesstMakeColumnQueue,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testAdjustTableFormat,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testAppend,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testAppendHeader,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testAppendParagraph,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testAppendParagraphFormat,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testAppendTable,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testAppendTitle,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testGetStyleBuilder,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testindexOfWrapPos,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testindexOfWrapPosWithWhitespace,"(Character c, boolean isWhitespace)",1
org.apache.commons.cli.help,TextHelpAppendableTest,testPrintWrapped,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testResize,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testResizeTableFormat,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testSetIndent,"()",1
org.apache.commons.cli.help,TextHelpAppendableTest,testWriteColumnQueues,"()",1
org.apache.commons.cli.help,TextStyleTests,padTestData,"()",1
org.apache.commons.cli.help,TextStyleTests,testDefaultStyle,"()",1
org.apache.commons.cli.help,TextStyleTests,testPad,"(TextStyle underTest, String unindentedString, String indentedString)",1
org.apache.commons.cli.help,UtilTest,testFindNonWhitespacePos,"()",1
org.apache.commons.cli.help,UtilTest,testFindNonWhitespacePos,"(Character c, boolean isWhitespace)",1
org.apache.commons.cli.help,UtilTest,testIsEmpty,"()",1
org.apache.commons.cli.help,UtilTest,testRtrim,"(Character c, boolean isWhitespace)",1
