Package,Declaring class,Method,Params,CC
org.apache.commons.cli.help,OptionFormatter,getDescription,"()",1
org.apache.commons.cli.help,OptionFormatter,getLongOpt,"()",1
org.apache.commons.cli.help,OptionFormatter,getOpt,"()",1
org.apache.commons.cli.help,OptionFormatter,getSince,"()",1
org.apache.commons.cli.help,OptionFormatter,isRequired,"()",1
org.apache.commons.cli.help,OptionFormatter,toOptional,"(String text)",1
org.apache.commons.cli.help,OptionFormatter,toSyntaxOption,"()",1
org.apache.commons.cli.help,OptionFormatter,toSyntaxOption,"(boolean isRequired)",1
org.apache.commons.cli.help,Builder,build,"(Option option)",1
org.apache.commons.cli.help,Builder,get,"()",1
org.apache.commons.cli.help,Builder,setArgumentNameDelimiters,"(String begin, String end)",1
org.apache.commons.cli.help,Builder,setDefaultArgName,"(String name)",1
org.apache.commons.cli.help,Builder,setDeprecatedFormatFunction,"(Function<Option,String> deprecatedFormatFunction)",1
org.apache.commons.cli.help,Builder,setLongOptPrefix,"(String prefix)",1
org.apache.commons.cli.help,Builder,setOptArgSeparator,"(String optArgSeparator)",1
org.apache.commons.cli.help,Builder,setOptionalDelimiters,"(String begin, String end)",1
org.apache.commons.cli.help,Builder,setOptPrefix,"(String optPrefix)",1
org.apache.commons.cli.help,Builder,setOptSeparator,"(String optSeparator)",1
org.apache.commons.cli.help,Builder,setSyntaxFormatFunction,"(BiFunction<OptionFormatter,Boolean,String> syntaxFormatFunction)",1
org.apache.commons.cli.help,Builder,toArgName,"(String argName)",1
org.apache.commons.cli.help,TextHelpAppendable,systemOut,"()",1
org.apache.commons.cli.help,TextHelpAppendable,appendHeader,"(int level, CharSequence text)",1
org.apache.commons.cli.help,TextHelpAppendable,appendList,"(boolean ordered, Collection<CharSequence> list)",1
org.apache.commons.cli.help,TextHelpAppendable,appendParagraph,"(CharSequence paragraph)",1
org.apache.commons.cli.help,TextHelpAppendable,appendTitle,"(CharSequence title)",1
org.apache.commons.cli.help,TextHelpAppendable,getIndent,"()",1
org.apache.commons.cli.help,TextHelpAppendable,getLeftPad,"()",1
org.apache.commons.cli.help,TextHelpAppendable,getMaxWidth,"()",1
org.apache.commons.cli.help,TextHelpAppendable,getTextStyleBuilder,"()",1
org.apache.commons.cli.help,TextHelpAppendable,printWrapped,"(String text)",1
org.apache.commons.cli.help,TextHelpAppendable,printWrapped,"(String text, TextStyle style)",1
org.apache.commons.cli.help,TextHelpAppendable,resize,"(int orig, double fraction)",1
org.apache.commons.cli.help,TextHelpAppendable,resize,"(TextStyle.Builder builder, double fraction)",1
org.apache.commons.cli.help,TextHelpAppendable,setIndent,"(int indent)",1
org.apache.commons.cli.help,TextHelpAppendable,setLeftPad,"(int leftPad)",1
org.apache.commons.cli.help,TextHelpAppendable,setMaxWidth,"(int maxWidth)",1
org.apache.commons.cli.help,TextStyle,builder,"()",1
org.apache.commons.cli.help,TextStyle,getAlignment,"()",1
org.apache.commons.cli.help,TextStyle,getIndent,"()",1
org.apache.commons.cli.help,TextStyle,getLeftPad,"()",1
org.apache.commons.cli.help,TextStyle,getMaxWidth,"()",1
org.apache.commons.cli.help,TextStyle,getMinWidth,"()",1
org.apache.commons.cli.help,TextStyle,isScalable,"()",1
org.apache.commons.cli.help,TextStyle,toString,"()",1
org.apache.commons.cli.help,Builder,get,"()",1
org.apache.commons.cli.help,Builder,getIndent,"()",1
org.apache.commons.cli.help,Builder,getLeftPad,"()",1
org.apache.commons.cli.help,Builder,getMaxWidth,"()",1
org.apache.commons.cli.help,Builder,getMinWidth,"()",1
org.apache.commons.cli.help,Builder,isScalable,"()",1
org.apache.commons.cli.help,Builder,setAlignment,"(Alignment alignment)",1
org.apache.commons.cli.help,Builder,setIndent,"(int indent)",1
org.apache.commons.cli.help,Builder,setLeftPad,"(int leftPad)",1
org.apache.commons.cli.help,Builder,setMaxWidth,"(int maxWidth)",1
org.apache.commons.cli.help,Builder,setMinWidth,"(int minWidth)",1
org.apache.commons.cli.help,Builder,setScalable,"(boolean scalable)",1
org.apache.commons.cli.help,Builder,setTextStyle,"(TextStyle style)",1
org.apache.commons.cli.help,Util,defaultValue,"(T str, T defaultValue)",1
org.apache.commons.cli.help,Util,isEmpty,"(CharSequence str)",1
org.apache.commons.cli.help,Util,isWhitespace,"(char c)",1
org.apache.commons.cli.help,Util,ltrim,"(String s)",1
org.apache.commons.cli.help,Util,repeat,"(int len, char fillChar)",1
org.apache.commons.cli.help,Util,repeatSpace,"(int len)",1
org.apache.commons.cli,AbstractParserTestCase,parse,"(CommandLineParser parser, Options options, String[] args, Properties properties)",1
org.apache.commons.cli,AbstractParserTestCase,setUp,"()",1
org.apache.commons.cli,AbstractParserTestCase,testAmbiguousArgParsing,"()",1
org.apache.commons.cli,AbstractParserTestCase,testAmbiguousLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,AbstractParserTestCase,testAmbiguousLongWithoutEqualSingleDash2,"()",1
org.apache.commons.cli,AbstractParserTestCase,testAmbiguousPartialLongOption1,"()",1
org.apache.commons.cli,AbstractParserTestCase,testAmbiguousPartialLongOption2,"()",1
org.apache.commons.cli,AbstractParserTestCase,testAmbiguousPartialLongOption3,"()",1
org.apache.commons.cli,AbstractParserTestCase,testAmbiguousPartialLongOption4,"()",1
org.apache.commons.cli,AbstractParserTestCase,testArgumentStartingWithHyphen,"()",1
org.apache.commons.cli,AbstractParserTestCase,testBursting,"()",1
org.apache.commons.cli,AbstractParserTestCase,testDoubleDash1,"()",1
org.apache.commons.cli,AbstractParserTestCase,testDoubleDash2,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongOptionQuoteHandling,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongOptionWithEqualsQuoteHandling,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongWithEqualDoubleDash,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongWithEqualSingleDash,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongWithoutEqualDoubleDash,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongWithUnexpectedArgument1,"()",1
org.apache.commons.cli,AbstractParserTestCase,testLongWithUnexpectedArgument2,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMissingArg,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMissingArgWithBursting,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMissingRequiredGroup,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMissingRequiredOption,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMissingRequiredOptions,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMultiple,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMultipleWithLong,"()",1
org.apache.commons.cli,AbstractParserTestCase,testMultipleWithNull,"()",1
org.apache.commons.cli,AbstractParserTestCase,testNegativeArgument,"()",1
org.apache.commons.cli,AbstractParserTestCase,testNegativeOption,"()",1
org.apache.commons.cli,AbstractParserTestCase,testOptionalArgsOptionBuilder,"()",1
org.apache.commons.cli,AbstractParserTestCase,testOptionalArgsOptionDotBuilder,"()",1
org.apache.commons.cli,AbstractParserTestCase,testOptionAndRequiredOption,"()",1
org.apache.commons.cli,AbstractParserTestCase,testOptionGroup,"()",1
org.apache.commons.cli,AbstractParserTestCase,testOptionGroupLong,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPartialLongOptionSingleDash,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertiesOption1,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertiesOption2,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertyOptionFlags,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertyOptionGroup,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertyOptionMultipleValues,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertyOptionRequired,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertyOptionSingularValue,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertyOptionUnexpected,"()",1
org.apache.commons.cli,AbstractParserTestCase,testPropertyOverrideValues,"()",1
org.apache.commons.cli,AbstractParserTestCase,testReuseOptionsTwice,"()",1
org.apache.commons.cli,AbstractParserTestCase,testShortOptionConcatenatedQuoteHandling,"()",1
org.apache.commons.cli,AbstractParserTestCase,testShortOptionQuoteHandling,"()",1
org.apache.commons.cli,AbstractParserTestCase,testShortWithEqual,"()",1
org.apache.commons.cli,AbstractParserTestCase,testShortWithoutEqual,"()",1
org.apache.commons.cli,AbstractParserTestCase,testShortWithUnexpectedArgument,"()",1
org.apache.commons.cli,AbstractParserTestCase,testSimpleLong,"()",1
org.apache.commons.cli,AbstractParserTestCase,testSimpleShort,"()",1
org.apache.commons.cli,AbstractParserTestCase,testSingleDash,"()",1
org.apache.commons.cli,AbstractParserTestCase,testStopAtExpectedArg,"()",1
org.apache.commons.cli,AbstractParserTestCase,testStopAtNonOptionLong,"()",1
org.apache.commons.cli,AbstractParserTestCase,testStopAtNonOptionShort,"()",1
org.apache.commons.cli,AbstractParserTestCase,testStopAtUnexpectedArg,"()",1
org.apache.commons.cli,AbstractParserTestCase,testStopBursting,"()",1
org.apache.commons.cli,AbstractParserTestCase,testStopBursting2,"()",1
org.apache.commons.cli,AbstractParserTestCase,testUnambiguousPartialLongOption1,"()",1
org.apache.commons.cli,AbstractParserTestCase,testUnambiguousPartialLongOption2,"()",1
org.apache.commons.cli,AbstractParserTestCase,testUnambiguousPartialLongOption3,"()",1
org.apache.commons.cli,AbstractParserTestCase,testUnambiguousPartialLongOption4,"()",1
org.apache.commons.cli,AbstractParserTestCase,testUnlimitedArgs,"()",1
org.apache.commons.cli,AbstractParserTestCase,testUnrecognizedOption,"()",1
org.apache.commons.cli,AbstractParserTestCase,testUnrecognizedOptionWithBursting,"()",1
org.apache.commons.cli,AbstractParserTestCase,testWithRequiredOption,"()",1
org.apache.commons.cli,AlreadySelectedExceptionTest,testConstructor,"()",1
org.apache.commons.cli,ApplicationTest,testAnt,"()",1
org.apache.commons.cli,ApplicationTest,testGroovy,"()",1
org.apache.commons.cli,ApplicationTest,testLs,"()",1
org.apache.commons.cli,ApplicationTest,testMan,"()",1
org.apache.commons.cli,ApplicationTest,testNLT,"()",1
org.apache.commons.cli,ArgumentIsOptionTest,setUp,"()",1
org.apache.commons.cli,ArgumentIsOptionTest,testOption,"()",1
org.apache.commons.cli,ArgumentIsOptionTest,testOptionAndOptionWithArgument,"()",1
org.apache.commons.cli,ArgumentIsOptionTest,testOptionWithArgument,"()",1
org.apache.commons.cli,BasicParserTest,setUp,"()",1
org.apache.commons.cli,BasicParserTest,testAmbiguousLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,BasicParserTest,testAmbiguousLongWithoutEqualSingleDash2,"()",1
org.apache.commons.cli,BasicParserTest,testAmbiguousPartialLongOption1,"()",1
org.apache.commons.cli,BasicParserTest,testAmbiguousPartialLongOption2,"()",1
org.apache.commons.cli,BasicParserTest,testAmbiguousPartialLongOption3,"()",1
org.apache.commons.cli,BasicParserTest,testAmbiguousPartialLongOption4,"()",1
org.apache.commons.cli,BasicParserTest,testBursting,"()",1
org.apache.commons.cli,BasicParserTest,testDoubleDash2,"()",1
org.apache.commons.cli,BasicParserTest,testLongOptionWithEqualsQuoteHandling,"()",1
org.apache.commons.cli,BasicParserTest,testLongWithEqualDoubleDash,"()",1
org.apache.commons.cli,BasicParserTest,testLongWithEqualSingleDash,"()",1
org.apache.commons.cli,BasicParserTest,testLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,BasicParserTest,testMissingArgWithBursting,"()",1
org.apache.commons.cli,BasicParserTest,testNegativeOption,"()",1
org.apache.commons.cli,BasicParserTest,testPartialLongOptionSingleDash,"()",1
org.apache.commons.cli,BasicParserTest,testPropertiesOption1,"()",1
org.apache.commons.cli,BasicParserTest,testPropertiesOption2,"()",1
org.apache.commons.cli,BasicParserTest,testShortOptionConcatenatedQuoteHandling,"()",1
org.apache.commons.cli,BasicParserTest,testShortWithEqual,"()",1
org.apache.commons.cli,BasicParserTest,testShortWithoutEqual,"()",1
org.apache.commons.cli,BasicParserTest,testStopBursting,"()",1
org.apache.commons.cli,BasicParserTest,testStopBursting2,"()",1
org.apache.commons.cli,BasicParserTest,testUnambiguousPartialLongOption1,"()",1
org.apache.commons.cli,BasicParserTest,testUnambiguousPartialLongOption2,"()",1
org.apache.commons.cli,BasicParserTest,testUnambiguousPartialLongOption3,"()",1
org.apache.commons.cli,BasicParserTest,testUnambiguousPartialLongOption4,"()",1
org.apache.commons.cli,BasicParserTest,testUnrecognizedOptionWithBursting,"()",1
org.apache.commons.cli,CommandLineTest,createHasOptionParameters,"()",1
org.apache.commons.cli,CommandLineTest,createOptionValueParameters,"()",1
org.apache.commons.cli,CommandLineTest,createOptionValuesParameters,"()",1
org.apache.commons.cli,CommandLineTest,createParsedOptionValueParameters,"()",1
org.apache.commons.cli,CommandLineTest,asChar,"(Option opt)",1
org.apache.commons.cli,CommandLineTest,assertWritten,"(boolean optDep, ByteArrayOutputStream baos)",1
org.apache.commons.cli,CommandLineTest,checkHandler,"(boolean optDep, List<Option> handler, Option opt)",1
org.apache.commons.cli,CommandLineTest,testBadGetParsedOptionValue,"()",1
org.apache.commons.cli,CommandLineTest,testBuilderBuild,"()",1
org.apache.commons.cli,CommandLineTest,testBuilderGet,"()",1
org.apache.commons.cli,CommandLineTest,testBuilderNullArgs,"()",1
org.apache.commons.cli,CommandLineTest,testBuilderNullOption,"()",1
org.apache.commons.cli,CommandLineTest,testGetOptionProperties,"()",1
org.apache.commons.cli,CommandLineTest,testGetOptionPropertiesWithOption,"()",1
org.apache.commons.cli,CommandLineTest,testGetOptionsBuilder,"()",1
org.apache.commons.cli,CommandLineTest,testGetOptionsCtor,"()",1
org.apache.commons.cli,CommandLineTest,testGetOptionValue,"(String[] args, Option opt, OptionGroup optionGroup, boolean optDep, String optValue, boolean grpDep, String grpValue, Option grpOpt)",1
org.apache.commons.cli,CommandLineTest,testGetOptionValues,"(String[] args, Option opt, OptionGroup optionGroup, boolean optDep, String[] optValue, boolean grpDep, String[] grpValue, Option grpOpt)",1
org.apache.commons.cli,CommandLineTest,testGetParsedOptionValue,"(String[] args, Option opt, OptionGroup optionGroup, boolean optDep, Integer optValue, boolean grpDep, Integer grpValue, Option grpOpt)",1
org.apache.commons.cli,CommandLineTest,testHasOption,"(String[] args, Option opt, OptionGroup optionGroup, boolean optDep, boolean has, boolean grpDep, boolean hasGrp, Option grpOpt)",1
org.apache.commons.cli,CommandLineTest,testNullOption,"()",1
org.apache.commons.cli,ConverterTests,numberTestParameters,"()",1
org.apache.commons.cli,ConverterTests,testClass,"()",1
org.apache.commons.cli,ConverterTests,testDate,"()",1
org.apache.commons.cli,ConverterTests,testFile,"()",1
org.apache.commons.cli,ConverterTests,testNumber,"(String str, Number expected)",1
org.apache.commons.cli,ConverterTests,testObject,"()",1
org.apache.commons.cli,ConverterTests,testUrl,"()",1
org.apache.commons.cli,DefaultParserTest,setUp,"()",1
org.apache.commons.cli,DefaultParserTest,testBuilder,"()",1
org.apache.commons.cli,DefaultParserTest,testDeprecated,"()",1
org.apache.commons.cli,DefaultParserTest,testLongOptionWithEqualsQuoteHandling,"()",1
org.apache.commons.cli,DefaultParserTest,testParameterized,"(String testName, CommandLineParser parser, String[] args, String expected, String option, String message)",1
org.apache.commons.cli,DefaultParserTest,testShortOptionConcatenatedQuoteHandling,"()",1
org.apache.commons.cli,ExternalArgumentsProvider,provideArguments,"(ExtensionContext context)",1
org.apache.commons.cli,DeprecatedAttributesTest,testBuilderNonDefaults,"()",1
org.apache.commons.cli,DeprecatedAttributesTest,testBuilderNonDefaultsToString,"()",1
org.apache.commons.cli,DeprecatedAttributesTest,testDefaultBuilder,"()",1
org.apache.commons.cli,DeprecatedAttributesTest,testDefaultToString,"()",1
org.apache.commons.cli,DisablePartialMatchingTest,testDisablePartialMatching,"()",1
org.apache.commons.cli,DisablePartialMatchingTest,testRegularPartialMatching,"()",1
org.apache.commons.cli,GnuParserTest,setUp,"()",1
org.apache.commons.cli,GnuParserTest,testAmbiguousLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,GnuParserTest,testAmbiguousLongWithoutEqualSingleDash2,"()",1
org.apache.commons.cli,GnuParserTest,testAmbiguousPartialLongOption1,"()",1
org.apache.commons.cli,GnuParserTest,testAmbiguousPartialLongOption2,"()",1
org.apache.commons.cli,GnuParserTest,testAmbiguousPartialLongOption3,"()",1
org.apache.commons.cli,GnuParserTest,testAmbiguousPartialLongOption4,"()",1
org.apache.commons.cli,GnuParserTest,testBursting,"()",1
org.apache.commons.cli,GnuParserTest,testDoubleDash2,"()",1
org.apache.commons.cli,GnuParserTest,testLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,GnuParserTest,testLongWithUnexpectedArgument1,"()",1
org.apache.commons.cli,GnuParserTest,testLongWithUnexpectedArgument2,"()",1
org.apache.commons.cli,GnuParserTest,testMissingArgWithBursting,"()",1
org.apache.commons.cli,GnuParserTest,testNegativeOption,"()",1
org.apache.commons.cli,GnuParserTest,testPartialLongOptionSingleDash,"()",1
org.apache.commons.cli,GnuParserTest,testShortWithUnexpectedArgument,"()",1
org.apache.commons.cli,GnuParserTest,testStopBursting,"()",1
org.apache.commons.cli,GnuParserTest,testStopBursting2,"()",1
org.apache.commons.cli,GnuParserTest,testUnambiguousPartialLongOption1,"()",1
org.apache.commons.cli,GnuParserTest,testUnambiguousPartialLongOption2,"()",1
org.apache.commons.cli,GnuParserTest,testUnambiguousPartialLongOption3,"()",1
org.apache.commons.cli,GnuParserTest,testUnambiguousPartialLongOption4,"()",1
org.apache.commons.cli,GnuParserTest,testUnrecognizedOptionWithBursting,"()",1
org.apache.commons.cli,HelpFormatterTest,deprecatedOptionsProvider,"()",1
org.apache.commons.cli,HelpFormatterTest,testAccessors,"()",1
org.apache.commons.cli,HelpFormatterTest,testAutomaticUsage,"()",1
org.apache.commons.cli,HelpFormatterTest,testDefaultArgName,"()",1
org.apache.commons.cli,HelpFormatterTest,testFindWrapPos,"()",1
org.apache.commons.cli,HelpFormatterTest,testHeaderStartingWithLineSeparator0,"()",1
org.apache.commons.cli,HelpFormatterTest,testHeaderStartingWithLineSeparator1,"()",1
org.apache.commons.cli,HelpFormatterTest,testHelpWithLongOptSeparator,"()",1
org.apache.commons.cli,HelpFormatterTest,testIndentedHeaderAndFooter,"()",1
org.apache.commons.cli,HelpFormatterTest,testOptionWithoutShortFormat,"()",1
org.apache.commons.cli,HelpFormatterTest,testOptionWithoutShortFormat2,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintDeprecatedOptions,"(HelpFormatter hf, Option option, String expectedTxt)",1
org.apache.commons.cli,HelpFormatterTest,testPrintHelpNewlineFooter,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintHelpNewlineHeader,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintHelpWithEmptySyntax,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintHelpWithSince,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintOptionGroupUsage,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintOptions,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintOptionWithEmptyArgNameUsage,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintRequiredOptionGroupUsage,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintSortedUsage,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintSortedUsageWithNullComparator,"()",1
org.apache.commons.cli,HelpFormatterTest,testPrintUsage,"()",1
org.apache.commons.cli,HelpFormatterTest,testRenderSince,"()",1
org.apache.commons.cli,HelpFormatterTest,testRenderWrappedTextMultiLine,"()",1
org.apache.commons.cli,HelpFormatterTest,testRenderWrappedTextMultiLinePadded,"()",1
org.apache.commons.cli,HelpFormatterTest,testRenderWrappedTextSingleLine,"()",1
org.apache.commons.cli,HelpFormatterTest,testRenderWrappedTextSingleLinePadded,"()",1
org.apache.commons.cli,HelpFormatterTest,testRenderWrappedTextSingleLinePadded2,"()",1
org.apache.commons.cli,HelpFormatterTest,testRenderWrappedTextWordCut,"()",1
org.apache.commons.cli,HelpFormatterTest,testRtrim,"()",1
org.apache.commons.cli,HelpFormatterTest,testUsageWithLongOptSeparator,"()",1
org.apache.commons.cli,OptionBuilderTest,testBaseOptionCharOpt,"()",1
org.apache.commons.cli,OptionBuilderTest,testBaseOptionStringOpt,"()",1
org.apache.commons.cli,OptionBuilderTest,testBuilderIsResettedAlways,"()",1
org.apache.commons.cli,OptionBuilderTest,testCompleteOption,"()",1
org.apache.commons.cli,OptionBuilderTest,testCreateIncompleteOption,"()",1
org.apache.commons.cli,OptionBuilderTest,testIllegalOptions,"()",1
org.apache.commons.cli,OptionBuilderTest,testOptionArgNumbers,"()",1
org.apache.commons.cli,OptionBuilderTest,testSpecialOptChars,"()",1
org.apache.commons.cli,OptionBuilderTest,testTwoCompleteOptions,"()",1
org.apache.commons.cli,OptionGroupTest,setUp,"()",1
org.apache.commons.cli,OptionGroupTest,testGetNames,"()",1
org.apache.commons.cli,OptionGroupTest,testNoOptionsExtraArgs,"()",1
org.apache.commons.cli,OptionGroupTest,testSingleLongOption,"()",1
org.apache.commons.cli,OptionGroupTest,testSingleOption,"()",1
org.apache.commons.cli,OptionGroupTest,testSingleOptionFromGroup,"()",1
org.apache.commons.cli,OptionGroupTest,testToString,"()",1
org.apache.commons.cli,OptionGroupTest,testTwoLongOptionsFromGroup,"()",1
org.apache.commons.cli,OptionGroupTest,testTwoOptionsFromDifferentGroup,"()",1
org.apache.commons.cli,OptionGroupTest,testTwoOptionsFromGroup,"()",1
org.apache.commons.cli,OptionGroupTest,testTwoOptionsFromGroupWithProperties,"()",1
org.apache.commons.cli,OptionGroupTest,testTwoValidLongOptions,"()",1
org.apache.commons.cli,OptionGroupTest,testTwoValidOptions,"()",1
org.apache.commons.cli,OptionGroupTest,testValidLongOnlyOptions,"()",1
org.apache.commons.cli,OptionTest,checkOption,"(Option option, String opt, String description, String longOpt, int numArgs, String argName, boolean required, boolean optionalArg, char valueSeparator, Class<?> cls, String deprecatedDesc, Boolean deprecatedForRemoval, String deprecatedSince)",1
org.apache.commons.cli,OptionTest,roundTrip,"(Option o)",1
org.apache.commons.cli,OptionTest,testAddValue,"()",1
org.apache.commons.cli,OptionTest,testBuilderEmpty,"()",1
org.apache.commons.cli,OptionTest,testBuilderInsufficientParams1,"()",1
org.apache.commons.cli,OptionTest,testBuilderInsufficientParams2,"()",1
org.apache.commons.cli,OptionTest,testBuilderInvalidOptionName0,"()",1
org.apache.commons.cli,OptionTest,testBuilderInvalidOptionName1,"()",1
org.apache.commons.cli,OptionTest,testBuilderInvalidOptionName2,"()",1
org.apache.commons.cli,OptionTest,testBuilderInvalidOptionName3,"()",1
org.apache.commons.cli,OptionTest,testBuilderInvalidOptionName4,"()",1
org.apache.commons.cli,OptionTest,testBuilderMethods,"()",1
org.apache.commons.cli,OptionTest,testClear,"()",1
org.apache.commons.cli,OptionTest,testClone,"()",1
org.apache.commons.cli,OptionTest,testEquals,"()",1
org.apache.commons.cli,OptionTest,testGetValue,"()",1
org.apache.commons.cli,OptionTest,testHasArgName,"()",1
org.apache.commons.cli,OptionTest,testHasArgs,"()",1
org.apache.commons.cli,OptionTest,testHashCode,"()",1
org.apache.commons.cli,OptionTest,testSerialization,"()",1
org.apache.commons.cli,OptionTest,testSubclass,"()",1
org.apache.commons.cli,OptionTest,testTypeClass,"()",1
org.apache.commons.cli,OptionTest,testTypeObject,"()",1
org.apache.commons.cli,DefaultOption,getValue,"()",1
org.apache.commons.cli,TestOption,addValue,"(String value)",1
org.apache.commons.cli,OptionValidatorTest,testValidate,"(String str, boolean expected, String name)",1
org.apache.commons.cli,OptionsTest,assertToStrings,"(Option option)",1
org.apache.commons.cli,OptionsTest,testAddConflictingOptions,"()",1
org.apache.commons.cli,OptionsTest,testAddNonConflictingOptions,"()",1
org.apache.commons.cli,OptionsTest,testAddOptions,"()",1
org.apache.commons.cli,OptionsTest,testAddOptions2X,"()",1
org.apache.commons.cli,OptionsTest,testDeprecated,"()",1
org.apache.commons.cli,OptionsTest,testDuplicateLong,"()",1
org.apache.commons.cli,OptionsTest,testDuplicateSimple,"()",1
org.apache.commons.cli,OptionsTest,testGetMatchingOpts,"()",1
org.apache.commons.cli,OptionsTest,testGetOptionsGroups,"()",1
org.apache.commons.cli,OptionsTest,testHelpOptions,"()",1
org.apache.commons.cli,OptionsTest,testLong,"()",1
org.apache.commons.cli,OptionsTest,testMissingOptionException,"()",1
org.apache.commons.cli,OptionsTest,testMissingOptionsException,"()",1
org.apache.commons.cli,OptionsTest,testSimple,"()",1
org.apache.commons.cli,OptionsTest,testToString,"()",1
org.apache.commons.cli,ParseExceptionTest,testConstructor,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testClassPattern,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testEmptyPattern,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testExistingFilePattern,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testExistingFilePatternFileNotExist,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testNumberPattern,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testObjectPattern,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testRequiredOption,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testSimplePattern,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testUntypedPattern,"()",1
org.apache.commons.cli,PatternOptionBuilderTest,testURLPattern,"()",1
org.apache.commons.cli,PosixParserTest,setUp,"()",1
org.apache.commons.cli,PosixParserTest,testAmbiguousLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,PosixParserTest,testAmbiguousLongWithoutEqualSingleDash2,"()",1
org.apache.commons.cli,PosixParserTest,testAmbiguousPartialLongOption4,"()",1
org.apache.commons.cli,PosixParserTest,testDoubleDash2,"()",1
org.apache.commons.cli,PosixParserTest,testLongWithEqualSingleDash,"()",1
org.apache.commons.cli,PosixParserTest,testLongWithoutEqualSingleDash,"()",1
org.apache.commons.cli,PosixParserTest,testLongWithUnexpectedArgument1,"()",1
org.apache.commons.cli,PosixParserTest,testNegativeOption,"()",1
org.apache.commons.cli,PosixParserTest,testShortWithEqual,"()",1
org.apache.commons.cli,PosixParserTest,testUnambiguousPartialLongOption4,"()",1
org.apache.commons.cli,SolrCliTest,getDefaultSolrUrl,"()",1
org.apache.commons.cli,SolrCliTest,testOptions,"()",1
org.apache.commons.cli,SolrCreateToolTest,getOptions,"()",1
org.apache.commons.cli,SolrCreateToolTest,printHelp,"(HelpFormatter formatter)",1
org.apache.commons.cli,SolrCreateToolTest,testHelpFormatter,"()",1
org.apache.commons.cli,SolrCreateToolTest,testHelpFormatterDeprecated,"()",1
org.apache.commons.cli,TypeHandlerTest,createDateFixtures,"()",1
org.apache.commons.cli,TypeHandlerTest,createValueTestParameters,"()",1
org.apache.commons.cli,TypeHandlerTest,testCreateClass,"()",1
org.apache.commons.cli,TypeHandlerTest,testCreateDate,"(Date date)",1
org.apache.commons.cli,TypeHandlerTest,testCreateFile,"()",1
org.apache.commons.cli,TypeHandlerTest,testCreateFiles,"()",1
org.apache.commons.cli,TypeHandlerTest,testCreateNumber,"()",1
org.apache.commons.cli,TypeHandlerTest,testCreateObject,"()",1
org.apache.commons.cli,TypeHandlerTest,testCreateURL,"()",1
org.apache.commons.cli,TypeHandlerTest,testCreateValue,"(String str, Class<?> type, Object expected)",1
org.apache.commons.cli,TypeHandlerTest,testCreateValueExistingFile,"()",1
